Source_File,Title
comprehensive_cwe_dictionary.csv,Path Equivalence: '/./' (Single Dot Directory)
comprehensive_cwe_dictionary.csv,Path Equivalence: 'filedir*' (Wildcard)
comprehensive_cwe_dictionary.csv,Path Equivalence: 'fakedir/../realdir/filename'
comprehensive_cwe_dictionary.csv,Path Equivalence: Windows 8.3 Filename
comprehensive_cwe_dictionary.csv,Improper Link Resolution Before File Access ('Link Following')
comprehensive_cwe_dictionary.csv,UNIX Symbolic Link (Symlink) Following
comprehensive_cwe_dictionary.csv,UNIX Hard Link
comprehensive_cwe_dictionary.csv,Windows Shortcut Following (.LNK)
comprehensive_cwe_dictionary.csv,Windows Hard Link
comprehensive_cwe_dictionary.csv,Improper Handling of File Names that Identify Virtual Resources
comprehensive_cwe_dictionary.csv,Improper Handling of Windows Device Names
comprehensive_cwe_dictionary.csv,Improper Handling of Windows ::DATA Alternate Data Stream
comprehensive_cwe_dictionary.csv,DEPRECATED: Apple '.DS_Store'
comprehensive_cwe_dictionary.csv,Improper Handling of Apple HFS+ Alternate Data Stream Path
comprehensive_cwe_dictionary.csv,External Control of File Name or Path
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
comprehensive_cwe_dictionary.csv,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection)
comprehensive_cwe_dictionary.csv,Improper Neutralization of Equivalent Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements used in a Command ('Command Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)
comprehensive_cwe_dictionary.csv,Improper Neutralization of Script in an Error Message Web Page
comprehensive_cwe_dictionary.csv,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page
comprehensive_cwe_dictionary.csv,Improper Neutralization of Script in Attributes in a Web Page
comprehensive_cwe_dictionary.csv,Improper Neutralization of Encoded URI Schemes in a Web Page
comprehensive_cwe_dictionary.csv,Doubled Character XSS Manipulations
comprehensive_cwe_dictionary.csv,Improper Neutralization of Invalid Characters in Identifiers in Web Pages
comprehensive_cwe_dictionary.csv,Improper Neutralization of Alternate XSS Syntax
comprehensive_cwe_dictionary.csv,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection')
comprehensive_cwe_dictionary.csv,XML Injection (aka Blind XPath Injection)
comprehensive_cwe_dictionary.csv,DEPRECATED: Improper Sanitization of Custom Special Characters
comprehensive_cwe_dictionary.csv,Improper Neutralization of CRLF Sequences ('CRLF Injection')
comprehensive_cwe_dictionary.csv,Improper Control of Generation of Code ('Code Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')
comprehensive_cwe_dictionary.csv,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page
comprehensive_cwe_dictionary.csv,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')
comprehensive_cwe_dictionary.csv,Improper Control of Resource Identifiers ('Resource Injection')
comprehensive_cwe_dictionary.csv,Struts: Duplicate Validation Forms
comprehensive_cwe_dictionary.csv,Struts: Incomplete validate() Method Definition
comprehensive_cwe_dictionary.csv,Struts: Form Bean Does Not Extend Validation Class
comprehensive_cwe_dictionary.csv,Struts: Form Field Without Validator
comprehensive_cwe_dictionary.csv,Struts: Plug-in Framework not in Use
comprehensive_cwe_dictionary.csv,Struts: Unused Validation Form
comprehensive_cwe_dictionary.csv,Struts: Unvalidated Action Form
comprehensive_cwe_dictionary.csv,Struts: Validator Turned Off
comprehensive_cwe_dictionary.csv,Struts: Validator Without Form Field
comprehensive_cwe_dictionary.csv,Direct Use of Unsafe JNI
comprehensive_cwe_dictionary.csv,Missing XML Validation
comprehensive_cwe_dictionary.csv,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')
comprehensive_cwe_dictionary.csv,Process Control
comprehensive_cwe_dictionary.csv,Misinterpretation of Input
comprehensive_cwe_dictionary.csv,Improper Encoding or Escaping of Output
comprehensive_cwe_dictionary.csv,Improper Output Neutralization for Logs
comprehensive_cwe_dictionary.csv,Incorrect Access of Indexable Resource ('Range Error')
comprehensive_cwe_dictionary.csv,Improper Restriction of Operations within the Bounds of a Memory Buffer
comprehensive_cwe_dictionary.csv,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
comprehensive_cwe_dictionary.csv,Stack-based Buffer Overflow
comprehensive_cwe_dictionary.csv,Heap-based Buffer Overflow
comprehensive_cwe_dictionary.csv,Write-what-where Condition
comprehensive_cwe_dictionary.csv,Buffer Underwrite ('Buffer Underflow')
comprehensive_cwe_dictionary.csv,Out-of-bounds Read
comprehensive_cwe_dictionary.csv,Buffer Over-read
comprehensive_cwe_dictionary.csv,Buffer Under-read
comprehensive_cwe_dictionary.csv,Wrap-around Error
comprehensive_cwe_dictionary.csv,Improper Validation of Array Index
comprehensive_cwe_dictionary.csv,Improper Handling of Length Parameter Inconsistency
comprehensive_cwe_dictionary.csv,Incorrect Calculation of Buffer Size
comprehensive_cwe_dictionary.csv,DEPRECATED: Miscalculated Null Termination
comprehensive_cwe_dictionary.csv,Use of Externally-Controlled Format String
comprehensive_cwe_dictionary.csv,Incorrect Calculation of Multi-Byte String Length
comprehensive_cwe_dictionary.csv,Improper Neutralization of Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Parameter/Argument Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Value Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Record Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Line Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Section Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Expression/Command Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Input Terminators
comprehensive_cwe_dictionary.csv,Improper Neutralization of Input Leaders
comprehensive_cwe_dictionary.csv,Improper Neutralization of Quoting Syntax
comprehensive_cwe_dictionary.csv,"Improper Neutralization of Escape, Meta, or Control Sequences"
comprehensive_cwe_dictionary.csv,Improper Neutralization of Comment Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Macro Symbols
comprehensive_cwe_dictionary.csv,Improper Neutralization of Substitution Characters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Variable Name Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Wildcards or Matching Symbols
comprehensive_cwe_dictionary.csv,Improper Neutralization of Whitespace
comprehensive_cwe_dictionary.csv,Failure to Sanitize Paired Delimiters
comprehensive_cwe_dictionary.csv,Improper Neutralization of Null Byte or NUL Character
comprehensive_cwe_dictionary.csv,Improper Handling of Invalid Use of Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Leading Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Multiple Leading Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Trailing Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Multiple Trailing Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Internal Special Elements
comprehensive_cwe_dictionary.csv,Improper Neutralization of Multiple Internal Special Elements
comprehensive_cwe_dictionary.csv,Improper Handling of Missing Special Element
comprehensive_cwe_dictionary.csv,Improper Handling of Additional Special Element
comprehensive_cwe_dictionary.csv,Improper Handling of Inconsistent Special Elements
comprehensive_cwe_dictionary.csv,Improper Null Termination
comprehensive_cwe_dictionary.csv,Encoding Error
comprehensive_cwe_dictionary.csv,Improper Handling of Alternate Encoding
comprehensive_cwe_dictionary.csv,Double Decoding of the Same Data
comprehensive_cwe_dictionary.csv,Improper Handling of Mixed Encoding
comprehensive_cwe_dictionary.csv,Improper Handling of Unicode Encoding
comprehensive_cwe_dictionary.csv,Improper Handling of URL Encoding (Hex Encoding)
comprehensive_cwe_dictionary.csv,Improper Handling of Case Sensitivity
comprehensive_cwe_dictionary.csv,Incorrect Behavior Order: Early Validation
comprehensive_cwe_dictionary.csv,Incorrect Behavior Order: Validate Before Canonicalize
comprehensive_cwe_dictionary.csv,Incorrect Behavior Order: Validate Before Filter
comprehensive_cwe_dictionary.csv,Collapse of Data into Unsafe Value
comprehensive_cwe_dictionary.csv,Permissive List of Allowed Inputs
comprehensive_cwe_dictionary.csv,Incomplete List of Disallowed Inputs
comprehensive_cwe_dictionary.csv,Incorrect Regular Expression
comprehensive_cwe_dictionary.csv,Overly Restrictive Regular Expression
comprehensive_cwe_dictionary.csv,Partial String Comparison
comprehensive_cwe_dictionary.csv,Reliance on Data/Memory Layout
comprehensive_cwe_dictionary.csv,Integer Overflow or Wraparound
comprehensive_cwe_dictionary.csv,Integer Underflow (Wrap or Wraparound)
comprehensive_cwe_dictionary.csv,Integer Coercion Error
comprehensive_cwe_dictionary.csv,Off-by-one Error
comprehensive_cwe_dictionary.csv,Unexpected Sign Extension
comprehensive_cwe_dictionary.csv,Signed to Unsigned Conversion Error
comprehensive_cwe_dictionary.csv,Unsigned to Signed Conversion Error
comprehensive_cwe_dictionary.csv,Numeric Truncation Error
comprehensive_cwe_dictionary.csv,Use of Incorrect Byte Ordering
comprehensive_cwe_dictionary.csv,Exposure of Sensitive Information to an Unauthorized Actor
comprehensive_cwe_dictionary.csv,Insertion of Sensitive Information Into Sent Data
comprehensive_cwe_dictionary.csv,Exposure of Sensitive Information Through Data Queries
comprehensive_cwe_dictionary.csv,Observable Discrepancy
comprehensive_cwe_dictionary.csv,Observable Response Discrepancy
comprehensive_cwe_dictionary.csv,Observable Behavioral Discrepancy
comprehensive_cwe_dictionary.csv,Observable Internal Behavioral Discrepancy
comprehensive_cwe_dictionary.csv,Observable Behavioral Discrepancy With Equivalent Products
comprehensive_cwe_dictionary.csv,Observable Timing Discrepancy
comprehensive_cwe_dictionary.csv,Generation of Error Message Containing Sensitive Information
comprehensive_cwe_dictionary.csv,Self-generated Error Message Containing Sensitive Information
comprehensive_cwe_dictionary.csv,Externally-Generated Error Message Containing Sensitive Information
comprehensive_cwe_dictionary.csv,Improper Removal of Sensitive Information Before Storage or Transfer
comprehensive_cwe_dictionary.csv,Exposure of Sensitive Information Due to Incompatible Policies
comprehensive_cwe_dictionary.csv,Invocation of Process Using Visible Sensitive Information
comprehensive_cwe_dictionary.csv,Insertion of Sensitive Information Into Debugging Code
comprehensive_cwe_dictionary.csv,DEPRECATED: Containment Errors (Container Errors)
comprehensive_cwe_dictionary.csv,DEPRECATED: Failure to Protect Stored Data from Modification
comprehensive_cwe_dictionary.csv,DEPRECATED: Failure to provide confidentiality for stored data
comprehensive_cwe_dictionary.csv,Storage of File with Sensitive Data Under Web Root
comprehensive_cwe_dictionary.csv,Storage of File With Sensitive Data Under FTP Root
comprehensive_cwe_dictionary.csv,Information Loss or Omission
comprehensive_cwe_dictionary.csv,Truncation of Security-relevant Information
comprehensive_cwe_dictionary.csv,Omission of Security-relevant Information
comprehensive_cwe_dictionary.csv,Obscured Security-relevant Information by Alternate Name
comprehensive_cwe_dictionary.csv,DEPRECATED: General Information Management Problems
comprehensive_cwe_dictionary.csv,Sensitive Information in Resource Not Removed Before Reuse
comprehensive_cwe_dictionary.csv,Improper Handling of Syntactically Invalid Structure
comprehensive_cwe_dictionary.csv,Improper Handling of Values
comprehensive_cwe_dictionary.csv,Improper Handling of Missing Values
comprehensive_cwe_dictionary.csv,Improper Handling of Extra Values
comprehensive_cwe_dictionary.csv,Improper Handling of Undefined Values
comprehensive_cwe_dictionary.csv,Improper Handling of Parameters
comprehensive_cwe_dictionary.csv,Failure to Handle Missing Parameter
comprehensive_cwe_dictionary.csv,Improper Handling of Extra Parameters
comprehensive_cwe_dictionary.csv,Improper Handling of Undefined Parameters
comprehensive_cwe_dictionary.csv,Improper Handling of Structural Elements
comprehensive_cwe_dictionary.csv,Improper Handling of Incomplete Structural Elements
comprehensive_cwe_dictionary.csv,Failure to Handle Incomplete Element
comprehensive_cwe_dictionary.csv,Improper Handling of Inconsistent Structural Elements
comprehensive_cwe_dictionary.csv,Improper Handling of Unexpected Data Type
comprehensive_cwe_dictionary.csv,Use of Inherently Dangerous Function
comprehensive_cwe_dictionary.csv,Creation of chroot Jail Without Changing Working Directory
comprehensive_cwe_dictionary.csv,Improper Clearing of Heap Memory Before Release ('Heap Inspection')
comprehensive_cwe_dictionary.csv,J2EE Bad Practices: Direct Management of Connections
comprehensive_cwe_dictionary.csv,J2EE Bad Practices: Direct Use of Sockets
comprehensive_cwe_dictionary.csv,DEPRECATED: Reliance on DNS Lookups in a Security Decision
comprehensive_cwe_dictionary.csv,Uncaught Exception
comprehensive_cwe_dictionary.csv,DEPRECATED: Often Misused: Path Manipulation
comprehensive_cwe_dictionary.csv,Execution with Unnecessary Privileges
comprehensive_cwe_dictionary.csv,Unchecked Return Value
comprehensive_cwe_dictionary.csv,Incorrect Check of Function Return Value
comprehensive_cwe_dictionary.csv,Plaintext Storage of a Password
comprehensive_cwe_dictionary.csv,Storing Passwords in a Recoverable Format
comprehensive_cwe_dictionary.csv,Empty Password in Configuration File
comprehensive_cwe_dictionary.csv,Use of Hard-coded Password
comprehensive_cwe_dictionary.csv,Password in Configuration File
comprehensive_cwe_dictionary.csv,Weak Encoding for Password
comprehensive_cwe_dictionary.csv,Not Using Password Aging
comprehensive_cwe_dictionary.csv,Password Aging with Long Expiration
comprehensive_cwe_dictionary.csv,Incorrect Privilege Assignment
comprehensive_cwe_dictionary.csv,Privilege Defined With Unsafe Actions
comprehensive_cwe_dictionary.csv,Privilege Chaining
comprehensive_cwe_dictionary.csv,Improper Privilege Management
comprehensive_cwe_dictionary.csv,Privilege Context Switching Error
comprehensive_cwe_dictionary.csv,Privilege Dropping / Lowering Errors
comprehensive_cwe_dictionary.csv,Least Privilege Violation
comprehensive_cwe_dictionary.csv,Improper Check for Dropped Privileges
comprehensive_cwe_dictionary.csv,Improper Handling of Insufficient Privileges
comprehensive_cwe_dictionary.csv,Incorrect Default Permissions
comprehensive_cwe_dictionary.csv,Insecure Inherited Permissions
comprehensive_cwe_dictionary.csv,Insecure Preserved Inherited Permissions
comprehensive_cwe_dictionary.csv,Incorrect Execution-Assigned Permissions
comprehensive_cwe_dictionary.csv,Improper Handling of Insufficient Permissions or Privileges
comprehensive_cwe_dictionary.csv,Improper Preservation of Permissions
comprehensive_cwe_dictionary.csv,Improper Ownership Management
comprehensive_cwe_dictionary.csv,Unverified Ownership
comprehensive_cwe_dictionary.csv,Improper Access Control
comprehensive_cwe_dictionary.csv,Improper Authorization
comprehensive_cwe_dictionary.csv,Incorrect User Management
comprehensive_cwe_dictionary.csv,Improper Authentication
comprehensive_cwe_dictionary.csv,Authentication Bypass Using an Alternate Path or Channel
comprehensive_cwe_dictionary.csv,Authentication Bypass by Alternate Name
comprehensive_cwe_dictionary.csv,Authentication Bypass by Spoofing
comprehensive_cwe_dictionary.csv,Reliance on IP Address for Authentication
comprehensive_cwe_dictionary.csv,DEPRECATED: Trusting Self-reported DNS Name
comprehensive_cwe_dictionary.csv,Using Referer Field for Authentication
comprehensive_cwe_dictionary.csv,Authentication Bypass by Capture-replay
comprehensive_cwe_dictionary.csv,Improper Certificate Validation
comprehensive_cwe_dictionary.csv,Improper Following of a Certificate's Chain of Trust
comprehensive_cwe_dictionary.csv,Improper Validation of Certificate with Host Mismatch
comprehensive_cwe_dictionary.csv,Improper Validation of Certificate Expiration
comprehensive_cwe_dictionary.csv,Improper Check for Certificate Revocation
comprehensive_cwe_dictionary.csv,Channel Accessible by Non-Endpoint
comprehensive_cwe_dictionary.csv,Reflection Attack in an Authentication Protocol
comprehensive_cwe_dictionary.csv,Authentication Bypass by Assumed-Immutable Data
comprehensive_cwe_dictionary.csv,Incorrect Implementation of Authentication Algorithm
comprehensive_cwe_dictionary.csv,Missing Critical Step in Authentication
comprehensive_cwe_dictionary.csv,Authentication Bypass by Primary Weakness
comprehensive_cwe_dictionary.csv,Missing Authentication for Critical Function
comprehensive_cwe_dictionary.csv,Improper Restriction of Excessive Authentication Attempts
comprehensive_cwe_dictionary.csv,Use of Single-factor Authentication
comprehensive_cwe_dictionary.csv,Use of Password System for Primary Authentication
comprehensive_cwe_dictionary.csv,Missing Encryption of Sensitive Data
comprehensive_cwe_dictionary.csv,Cleartext Storage of Sensitive Information
comprehensive_cwe_dictionary.csv,Cleartext Storage in a File or on Disk
comprehensive_cwe_dictionary.csv,Cleartext Storage in the Registry
comprehensive_cwe_dictionary.csv,Cleartext Storage of Sensitive Information in a Cookie
comprehensive_cwe_dictionary.csv,Cleartext Storage of Sensitive Information in Memory
comprehensive_cwe_dictionary.csv,Cleartext Storage of Sensitive Information in GUI
comprehensive_cwe_dictionary.csv,Cleartext Storage of Sensitive Information in Executable
comprehensive_cwe_dictionary.csv,Cleartext Transmission of Sensitive Information
comprehensive_cwe_dictionary.csv,Use of Hard-coded Cryptographic Key
comprehensive_cwe_dictionary.csv,Key Exchange without Entity Authentication
comprehensive_cwe_dictionary.csv,"Reusing a Nonce, Key Pair in Encryption"
comprehensive_cwe_dictionary.csv,Use of a Key Past its Expiration Date
comprehensive_cwe_dictionary.csv,Missing Cryptographic Step
comprehensive_cwe_dictionary.csv,Inadequate Encryption Strength
comprehensive_cwe_dictionary.csv,Use of a Broken or Risky Cryptographic Algorithm
comprehensive_cwe_dictionary.csv,Use of Weak Hash
comprehensive_cwe_dictionary.csv,Generation of Predictable IV with CBC Mode
comprehensive_cwe_dictionary.csv,Use of Insufficiently Random Values
comprehensive_cwe_dictionary.csv,Insufficient Entropy
comprehensive_cwe_dictionary.csv,Insufficient Entropy in PRNG
comprehensive_cwe_dictionary.csv,Improper Handling of Insufficient Entropy in TRNG
comprehensive_cwe_dictionary.csv,Small Space of Random Values
comprehensive_cwe_dictionary.csv,Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG)
comprehensive_cwe_dictionary.csv,Same Seed in Pseudo-Random Number Generator (PRNG)
comprehensive_cwe_dictionary.csv,Predictable Seed in Pseudo-Random Number Generator (PRNG)
comprehensive_cwe_dictionary.csv,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)
comprehensive_cwe_dictionary.csv,Small Seed Space in PRNG
comprehensive_cwe_dictionary.csv,Generation of Predictable Numbers or Identifiers
comprehensive_cwe_dictionary.csv,Predictable from Observable State
comprehensive_cwe_dictionary.csv,Predictable Exact Value from Previous Values
comprehensive_cwe_dictionary.csv,Predictable Value Range from Previous Values
comprehensive_cwe_dictionary.csv,Use of Invariant Value in Dynamically Changing Context
comprehensive_cwe_dictionary.csv,Insufficient Verification of Data Authenticity
comprehensive_cwe_dictionary.csv,Origin Validation Error
comprehensive_cwe_dictionary.csv,Improper Verification of Cryptographic Signature
comprehensive_cwe_dictionary.csv,Use of Less Trusted Source
comprehensive_cwe_dictionary.csv,Acceptance of Extraneous Untrusted Data With Trusted Data
comprehensive_cwe_dictionary.csv,Reliance on Reverse DNS Resolution for a Security-Critical Action
comprehensive_cwe_dictionary.csv,Insufficient Type Distinction
comprehensive_cwe_dictionary.csv,Cross-Site Request Forgery (CSRF)
comprehensive_cwe_dictionary.csv,Missing Support for Integrity Check
comprehensive_cwe_dictionary.csv,Improper Validation of Integrity Check Value
comprehensive_cwe_dictionary.csv,Product UI does not Warn User of Unsafe Actions
comprehensive_cwe_dictionary.csv,Insufficient UI Warning of Dangerous Operations
comprehensive_cwe_dictionary.csv,Improperly Implemented Security Check for Standard
comprehensive_cwe_dictionary.csv,Exposure of Private Personal Information to an Unauthorized Actor
comprehensive_cwe_dictionary.csv,Trust of System Event Data
comprehensive_cwe_dictionary.csv,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
comprehensive_cwe_dictionary.csv,Race Condition Enabling Link Following
comprehensive_cwe_dictionary.csv,Signal Handler Race Condition
comprehensive_cwe_dictionary.csv,DEPRECATED: Race Condition in Switch
comprehensive_cwe_dictionary.csv,Race Condition within a Thread
comprehensive_cwe_dictionary.csv,Time-of-check Time-of-use (TOCTOU) Race Condition
comprehensive_cwe_dictionary.csv,Context Switching Race Condition
comprehensive_cwe_dictionary.csv,Divide By Zero
comprehensive_cwe_dictionary.csv,Missing Check for Certificate Revocation after Initial Check
comprehensive_cwe_dictionary.csv,Incomplete Internal State Distinction
comprehensive_cwe_dictionary.csv,DEPRECATED: State Synchronization Error
comprehensive_cwe_dictionary.csv,Passing Mutable Objects to an Untrusted Method
comprehensive_cwe_dictionary.csv,Returning a Mutable Object to an Untrusted Caller
comprehensive_cwe_dictionary.csv,Insecure Temporary File
comprehensive_cwe_dictionary.csv,Creation of Temporary File With Insecure Permissions
comprehensive_cwe_dictionary.csv,Creation of Temporary File in Directory with Insecure Permissions
comprehensive_cwe_dictionary.csv,J2EE Bad Practices: Use of System.exit()
comprehensive_cwe_dictionary.csv,J2EE Bad Practices: Direct Use of Threads
comprehensive_cwe_dictionary.csv,Session Fixation
comprehensive_cwe_dictionary.csv,Covert Timing Channel
comprehensive_cwe_dictionary.csv,Symbolic Name not Mapping to Correct Object
comprehensive_cwe_dictionary.csv,Detection of Error Condition Without Action
comprehensive_cwe_dictionary.csv,Unchecked Error Condition
comprehensive_cwe_dictionary.csv,Missing Report of Error Condition
comprehensive_cwe_dictionary.csv,Return of Wrong Status Code
comprehensive_cwe_dictionary.csv,Unexpected Status Code or Return Value
comprehensive_cwe_dictionary.csv,Use of NullPointerException Catch to Detect NULL Pointer Dereference
comprehensive_cwe_dictionary.csv,Declaration of Catch for Generic Exception
comprehensive_cwe_dictionary.csv,Declaration of Throws for Generic Exception
comprehensive_cwe_dictionary.csv,Uncontrolled Resource Consumption
comprehensive_cwe_dictionary.csv,Missing Release of Memory after Effective Lifetime
comprehensive_cwe_dictionary.csv,Transmission of Private Resources into a New Sphere ('Resource Leak')
comprehensive_cwe_dictionary.csv,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')
comprehensive_cwe_dictionary.csv,Improper Resource Shutdown or Release
comprehensive_cwe_dictionary.csv,Asymmetric Resource Consumption (Amplification)
comprehensive_cwe_dictionary.csv,Insufficient Control of Network Message Volume (Network Amplification)
comprehensive_cwe_dictionary.csv,Inefficient Algorithmic Complexity
comprehensive_cwe_dictionary.csv,Incorrect Behavior Order: Early Amplification
comprehensive_cwe_dictionary.csv,Improper Handling of Highly Compressed Data (Data Amplification)
comprehensive_cwe_dictionary.csv,Insufficient Resource Pool
comprehensive_cwe_dictionary.csv,Unrestricted Externally Accessible Lock
comprehensive_cwe_dictionary.csv,Improper Resource Locking
comprehensive_cwe_dictionary.csv,Missing Lock Check
comprehensive_cwe_dictionary.csv,Double Free
comprehensive_cwe_dictionary.csv,Use After Free
comprehensive_cwe_dictionary.csv,Unprotected Primary Channel
comprehensive_cwe_dictionary.csv,Unprotected Alternate Channel
comprehensive_cwe_dictionary.csv,Race Condition During Access to Alternate Channel
comprehensive_cwe_dictionary.csv,Unprotected Windows Messaging Channel ('Shatter')
comprehensive_cwe_dictionary.csv,DEPRECATED: Proxied Trusted Channel
comprehensive_cwe_dictionary.csv,Improper Protection of Alternate Path
comprehensive_cwe_dictionary.csv,Direct Request ('Forced Browsing')
comprehensive_cwe_dictionary.csv,Untrusted Search Path
comprehensive_cwe_dictionary.csv,Uncontrolled Search Path Element
comprehensive_cwe_dictionary.csv,Unquoted Search Path or Element
comprehensive_cwe_dictionary.csv,Deployment of Wrong Handler
comprehensive_cwe_dictionary.csv,Missing Handler
comprehensive_cwe_dictionary.csv,Dangerous Signal Handler not Disabled During Sensitive Operations
comprehensive_cwe_dictionary.csv,Unparsed Raw Web Content Delivery
comprehensive_cwe_dictionary.csv,Unrestricted Upload of File with Dangerous Type
comprehensive_cwe_dictionary.csv,Improper Interaction Between Multiple Correctly-Behaving Entities
comprehensive_cwe_dictionary.csv,Interpretation Conflict
comprehensive_cwe_dictionary.csv,Incomplete Model of Endpoint Features
comprehensive_cwe_dictionary.csv,Behavioral Change in New Version or Environment
comprehensive_cwe_dictionary.csv,Expected Behavior Violation
comprehensive_cwe_dictionary.csv,Unintended Proxy or Intermediary ('Confused Deputy')
comprehensive_cwe_dictionary.csv,DEPRECATED: HTTP response splitting
comprehensive_cwe_dictionary.csv,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling')
comprehensive_cwe_dictionary.csv,UI Discrepancy for Security Feature
comprehensive_cwe_dictionary.csv,Unimplemented or Unsupported Feature in UI
comprehensive_cwe_dictionary.csv,Obsolete Feature in UI
comprehensive_cwe_dictionary.csv,The UI Performs the Wrong Action
comprehensive_cwe_dictionary.csv,Multiple Interpretations of UI Input
comprehensive_cwe_dictionary.csv,User Interface (UI) Misrepresentation of Critical Information
comprehensive_cwe_dictionary.csv,Insecure Default Variable Initialization
comprehensive_cwe_dictionary.csv,External Initialization of Trusted Variables or Data Stores
comprehensive_cwe_dictionary.csv,Non-exit on Failed Initialization
comprehensive_cwe_dictionary.csv,Missing Initialization of a Variable
comprehensive_cwe_dictionary.csv,Use of Uninitialized Variable
comprehensive_cwe_dictionary.csv,DEPRECATED: Incorrect Initialization
comprehensive_cwe_dictionary.csv,Incomplete Cleanup
comprehensive_cwe_dictionary.csv,Improper Cleanup on Thrown Exception
comprehensive_cwe_dictionary.csv,Duplicate Key in Associative List (Alist)
comprehensive_cwe_dictionary.csv,Deletion of Data Structure Sentinel
comprehensive_cwe_dictionary.csv,Addition of Data Structure Sentinel
comprehensive_cwe_dictionary.csv,Return of Pointer Value Outside of Expected Range
comprehensive_cwe_dictionary.csv,Use of sizeof() on a Pointer Type
comprehensive_cwe_dictionary.csv,Incorrect Pointer Scaling
comprehensive_cwe_dictionary.csv,Use of Pointer Subtraction to Determine Size
comprehensive_cwe_dictionary.csv,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
comprehensive_cwe_dictionary.csv,Modification of Assumed-Immutable Data (MAID)
comprehensive_cwe_dictionary.csv,External Control of Assumed-Immutable Web Parameter
comprehensive_cwe_dictionary.csv,PHP External Variable Modification
comprehensive_cwe_dictionary.csv,Use of Function with Inconsistent Implementations
comprehensive_cwe_dictionary.csv,Undefined Behavior for Input to API
comprehensive_cwe_dictionary.csv,NULL Pointer Dereference
comprehensive_cwe_dictionary.csv,Use of Obsolete Function
comprehensive_cwe_dictionary.csv,Missing Default Case in Multiple Condition Expression
comprehensive_cwe_dictionary.csv,Signal Handler Use of a Non-reentrant Function
comprehensive_cwe_dictionary.csv,Use of Incorrect Operator
comprehensive_cwe_dictionary.csv,Assigning instead of Comparing
comprehensive_cwe_dictionary.csv,Comparing instead of Assigning
comprehensive_cwe_dictionary.csv,Incorrect Block Delimitation
comprehensive_cwe_dictionary.csv,Omitted Break Statement in Switch
comprehensive_cwe_dictionary.csv,Comparison of Classes by Name
comprehensive_cwe_dictionary.csv,Reliance on Package-level Scope
comprehensive_cwe_dictionary.csv,Exposure of Data Element to Wrong Session
comprehensive_cwe_dictionary.csv,Active Debug Code
comprehensive_cwe_dictionary.csv,Public cloneable() Method Without Final ('Object Hijack')
comprehensive_cwe_dictionary.csv,Use of Inner Class Containing Sensitive Data
comprehensive_cwe_dictionary.csv,Critical Public Variable Without Final Modifier
comprehensive_cwe_dictionary.csv,Download of Code Without Integrity Check
